smiles,reactants,reaction_names,num_steps,compound_set,batch,hits,name,outputs
CC(=O)Nc1cc(NC(=O)CO)ccn1,"[('Nc1cc(NC(=O)OC(C)(C)C)ccn1', 'CC(=O)O'), 'CC(=O)Nc1cc(NC(=O)OC(C)(C)C)ccn1', ('CC(=O)Nc1cc(N)ccn1', 'O=C(O)CO')]","['Amidation', 'N-Boc_deprotection', 'Amidation']",3,x0884-x0732-merge-3-3,4,A71EV2A-x0884_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,FRTHHRMKZNHOHZ-UHFFFAOYSA-N,base-check
CC(=O)Nc1ccc(C)c(NC(=O)CO)c1,"[('CC(C)(C)OC(=O)Nc1cc(N)ccc1C', 'CC(=O)O'), 'CC(=O)Nc1ccc(C)c(NC(=O)OC(C)(C)C)c1', ('CC(=O)Nc1ccc(C)c(N)c1', 'O=C(O)CO')]","['Amidation', 'N-Boc_deprotection', 'Amidation']",3,x0884-x0732-merge-3-4,4,A71EV2A-x0884_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,NBKVJXHGVIAVOZ-UHFFFAOYSA-N,base-check
CC(=O)Nc1ccc(C)c(NC(=O)CO)c1,"[('CC(C)(C)OC(=O)Nc1cc(N)ccc1C', 'CC(=O)O'), 'CC(=O)Nc1ccc(C)c(NC(=O)OC(C)(C)C)c1', ('CC(=O)Nc1ccc(C)c(N)c1', 'O=C(O)CO')]","['Amidation', 'N-Boc_deprotection', 'Amidation']",3,x0884-x0732-merge-3-5,4,A71EV2A-x0884_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,NBKVJXHGVIAVOZ-UHFFFAOYSA-N,base-check
CC(=O)Nc1ccc(F)c(NC(=O)CO)c1,"[('CC(C)(C)OC(=O)Nc1cc(N)ccc1F', 'CC(=O)O'), 'CC(=O)Nc1ccc(F)c(NC(=O)OC(C)(C)C)c1', ('CC(=O)Nc1ccc(F)c(N)c1', 'O=C(O)CO')]","['Amidation', 'N-Boc_deprotection', 'Amidation']",3,x0884-x0732-merge-3-6,5,A71EV2A-x0884_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,IQMJGAJBLUOSIO-UHFFFAOYSA-N,base-check
CC(=O)Nc1cc(C)cc(NC(=O)CO)c1,"[('CC(C)(C)OC(=O)Nc1cc(C)cc(N)c1', 'CC(=O)O'), 'CC(=O)Nc1cc(C)cc(NC(=O)OC(C)(C)C)c1', ('CC(=O)Nc1cc(C)cc(N)c1', 'O=C(O)CO')]","['Amidation', 'N-Boc_deprotection', 'Amidation']",3,x0884-x0732-merge-3-7,5,A71EV2A-x0884_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,AQBGOYVDFRNQGD-UHFFFAOYSA-N,base-check
CC(=O)Nc1cc(C)cc(NC(=O)CO)c1,"[('CC(C)(C)OC(=O)Nc1cc(N)cc(C)c1', 'CC(=O)O'), 'CC(=O)Nc1cc(C)cc(NC(=O)OC(C)(C)C)c1', ('CC(=O)Nc1cc(C)cc(N)c1', 'O=C(O)CO')]","['Amidation', 'N-Boc_deprotection', 'Amidation']",3,x0884-x0732-merge-3-8,5,A71EV2A-x0884_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,AQBGOYVDFRNQGD-UHFFFAOYSA-N,base-check
CC(=O)Nc1cccc(OCC(=O)N(C)C)c1NC(=O)CO,"[('Oc1cccc(N)c1NC(=O)OC(C)(C)C', 'CC(=O)O'), 'CC(=O)Nc1cccc(O)c1NC(=O)OC(C)(C)C', ('CC(=O)Nc1cccc(O)c1N', 'O=C(O)CO'), ('CC(=O)Nc1cccc(O)c1NC(=O)CO', 'CN(C)C(=O)CCl')]","['Amidation', 'N-Boc_deprotection', 'Amidation', 'Williamson_ether_synthesis']",4,x0884-x0732-x0922-merge-1-1,5,A71EV2A-x0884_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,PNVZAYIBWRTCMN-UHFFFAOYSA-N,to_hippo
CC(=O)Nc1cc(C)cc(OCC(=O)N(C)C)c1,"[('Cc1cc(O)cc(N)c1', 'CC(=O)O'), ('CC(=O)Nc1cc(C)cc(O)c1', 'CN(C)C(=O)CCl')]","['Amidation', 'Williamson_ether_synthesis']",2,x0884-x0739-merge-3-1,5,A71EV2A-x0884_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0739_A_147_A71EV2A-x0501+A+152+1,SBHWNWCNYBGLJZ-UHFFFAOYSA-N,to_hippo
CC(=O)Nc1cc(OCC(=O)N2CCOCC2)ncc1C,"[('Cc1cnc(O)cc1N', 'CC(=O)O'), ('CC(=O)Nc1cc(O)ncc1C', 'O=C(CCl)N1CCOCC1')]","['Amidation', 'Williamson_ether_synthesis']",2,x0884-x0739-merge-3-2,5,A71EV2A-x0884_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0739_A_147_A71EV2A-x0501+A+152+1,ZVTXJLVFUAMZRS-UHFFFAOYSA-N,to_hippo
CC(=O)Nc1cc(C)cc(OCC(=O)N2CCOCC2)c1,"[('Cc1cc(O)cc(N)c1', 'CC(=O)O'), ('CC(=O)Nc1cc(C)cc(O)c1', 'O=C(CCl)N1CCOCC1')]","['Amidation', 'Williamson_ether_synthesis']",2,x0884-x0739-merge-3-3,5,A71EV2A-x0884_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0739_A_147_A71EV2A-x0501+A+152+1,NMLCPEMTBQOHIE-UHFFFAOYSA-N,to_hippo
CC(=O)Nc1cccc(OCC(=O)N2CCOCC2)c1,"[('Nc1cccc(O)c1', 'CC(=O)O'), ('CC(=O)Nc1cccc(O)c1', 'O=C(CCl)N1CCOCC1')]","['Amidation', 'Williamson_ether_synthesis']",2,x0884-x0739-merge-3-4,5,A71EV2A-x0884_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0739_A_147_A71EV2A-x0501+A+152+1,SMTYBWHFSAKKED-UHFFFAOYSA-N,to_hippo
CC(=O)Nc1cc(OCC(=O)N2CCOCC2)ccc1C,"[('Cc1ccc(O)cc1N', 'CC(=O)O'), ('CC(=O)Nc1cc(O)ccc1C', 'O=C(CCl)N1CCOCC1')]","['Amidation', 'Williamson_ether_synthesis']",2,x0884-x0739-merge-3-5,5,A71EV2A-x0884_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0739_A_147_A71EV2A-x0501+A+152+1,JKENRCTVZAQDOU-UHFFFAOYSA-N,none
CC(=O)Nc1cc(OCC(=O)N2CCOCC2)ccc1C,"[('Cc1ccc(O)cc1N', 'CC(=O)O'), ('CC(=O)Nc1cc(O)ccc1C', 'O=C(CCl)N1CCOCC1')]","['Amidation', 'Williamson_ether_synthesis']",2,x0884-x0739-merge-3-6,5,A71EV2A-x0884_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0739_A_147_A71EV2A-x0501+A+152+1,JKENRCTVZAQDOU-UHFFFAOYSA-N,to_hippo
CC(=O)Nc1cc(OCC(=O)N2CCOCC2)ccc1F,"[('Fc1ccc(O)cc1N', 'CC(=O)O'), ('CC(=O)Nc1cc(O)ccc1F', 'O=C(CCl)N1CCOCC1')]","['Amidation', 'Williamson_ether_synthesis']",2,x0884-x0739-merge-3-7,6,A71EV2A-x0884_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0739_A_147_A71EV2A-x0501+A+152+1,WMXYYSIGMVYKFL-UHFFFAOYSA-N,to_hippo
CC(=O)Nc1ccc(C)c(OCC(=O)N2CCOCC2)c1,"[('Nc1cc(O)c(C)cc1', 'CC(=O)O'), ('CC(=O)Nc1ccc(C)c(O)c1', 'O=C(CCl)N1CCOCC1')]","['Amidation', 'Williamson_ether_synthesis']",2,x0884-x0739-merge-3-8,6,A71EV2A-x0884_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0739_A_147_A71EV2A-x0501+A+152+1,VDDVVUWBLUMWLR-UHFFFAOYSA-N,to_hippo
CC(=O)Nc1cc(OCC(=O)N2CCOCC2)c(C)cc1C,"[('Nc1cc(O)c(C)cc1C', 'CC(=O)O'), ('CC(=O)Nc1cc(O)c(C)cc1C', 'O=C(CCl)N1CCOCC1')]","['Amidation', 'Williamson_ether_synthesis']",2,x0884-x0739-merge-3-9,6,A71EV2A-x0884_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0739_A_147_A71EV2A-x0501+A+152+1,JDJTZDXQRRYBMV-UHFFFAOYSA-N,to_hippo
CC(=O)Nc1cncc(OCC(=O)N2CCOCC2)c1,"[('Nc1cncc(O)c1', 'CC(=O)O'), ('CC(=O)Nc1cncc(O)c1', 'O=C(CCl)N1CCOCC1')]","['Amidation', 'Williamson_ether_synthesis']",2,x0884-x0739-merge-3-10,6,A71EV2A-x0884_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0739_A_147_A71EV2A-x0501+A+152+1,ZMNSQVIBTKNQGL-UHFFFAOYSA-N,to_hippo
CC(=O)Nc1ccnc(OCC(=O)N2CCOCC2)c1,"[('Nc1ccnc(O)c1', 'CC(=O)O'), ('CC(=O)Nc1ccnc(O)c1', 'O=C(CCl)N1CCOCC1')]","['Amidation', 'Williamson_ether_synthesis']",2,x0884-x0739-merge-3-11,6,A71EV2A-x0884_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0739_A_147_A71EV2A-x0501+A+152+1,BRSYMCNEXAIIKP-UHFFFAOYSA-N,to_hippo
Cc1cc(NC(=O)C2CCCO2)cc(OC2CCN(C)C2=O)c1,"[('Cc1cc(O)cc(N)c1', 'O=C(O)C1CCCO1'), ('Cc1cc(O)cc(NC(=O)C2CCCO2)c1', 'O=C1C(Cl)CCN1C')]","['Amidation', 'Williamson_ether_synthesis']",2,x0528-x0416-merge-1-1,6,A71EV2A-x0528_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0416_A_147_A71EV2A-x0501+A+152+1,APPQVEGAZDMLRK-UHFFFAOYSA-N,base-check
Cc1cnc(OC2CCN(C)C2=O)cc1NC(=O)C1CCCO1,"[('Cc1cnc(O)cc1N', 'O=C(O)C1CCCO1'), ('Cc1cnc(O)cc1NC(=O)C1CCCO1', 'O=C1C(Cl)CCN1C')]","['Amidation', 'Williamson_ether_synthesis']",2,x0528-x0416-merge-1-2,6,A71EV2A-x0528_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0416_A_147_A71EV2A-x0501+A+152+1,POCUJFWFNYSLBL-UHFFFAOYSA-N,base-check
Cc1cc(NC(=O)C2CCCO2)cc(OC2CCN(C)C2=O)c1,"[('Cc1cc(O)cc(N)c1', 'O=C(O)C1CCCO1'), ('Cc1cc(O)cc(NC(=O)C2CCCO2)c1', 'O=C1C(Cl)CCN1C')]","['Amidation', 'Williamson_ether_synthesis']",2,x0528-x0416-merge-1-3,6,A71EV2A-x0528_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0416_A_147_A71EV2A-x0501+A+152+1,APPQVEGAZDMLRK-UHFFFAOYSA-N,base-check
CN1CCC(Oc2cccc(NC(=O)C3CCCO3)c2)C1=O,"[('Nc1cccc(O)c1', 'O=C(O)C1CCCO1'), ('O=C(Nc1cccc(O)c1)C1CCCO1', 'O=C1C(Cl)CCN1C')]","['Amidation', 'Williamson_ether_synthesis']",2,x0528-x0416-merge-1-4,6,A71EV2A-x0528_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0416_A_147_A71EV2A-x0501+A+152+1,VDXZGYJNKRBGHE-UHFFFAOYSA-N,base-check
Cc1ccc(OC2CCN(C)C2=O)cc1NC(=O)C1CCCO1,"[('Cc1ccc(O)cc1N', 'O=C(O)C1CCCO1'), ('Cc1ccc(O)cc1NC(=O)C1CCCO1', 'O=C1C(Cl)CCN1C')]","['Amidation', 'Williamson_ether_synthesis']",2,x0528-x0416-merge-1-5,6,A71EV2A-x0528_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0416_A_147_A71EV2A-x0501+A+152+1,GVPFTUOBLWBNJI-UHFFFAOYSA-N,base-check
Cc1ccc(OC2CCN(C)C2=O)cc1NC(=O)C1CCCO1,"[('Cc1ccc(O)cc1N', 'O=C(O)C1CCCO1'), ('Cc1ccc(O)cc1NC(=O)C1CCCO1', 'O=C1C(Cl)CCN1C')]","['Amidation', 'Williamson_ether_synthesis']",2,x0528-x0416-merge-1-6,7,A71EV2A-x0528_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0416_A_147_A71EV2A-x0501+A+152+1,GVPFTUOBLWBNJI-UHFFFAOYSA-N,to_hippo
CN1CCC(Oc2ccc(F)c(NC(=O)C3CCCO3)c2)C1=O,"[('Fc1ccc(O)cc1N', 'O=C(O)C1CCCO1'), ('O=C(Nc1cc(O)ccc1F)C1CCCO1', 'O=C1C(Cl)CCN1C')]","['Amidation', 'Williamson_ether_synthesis']",2,x0528-x0416-merge-1-7,7,A71EV2A-x0528_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0416_A_147_A71EV2A-x0501+A+152+1,FBNVFPGRCAQPCT-UHFFFAOYSA-N,to_hippo
Cc1ccc(NC(=O)C2CCCO2)cc1OC1CCN(C)C1=O,"[('Nc1cc(O)c(C)cc1', 'O=C(O)C1CCCO1'), ('Cc1ccc(NC(=O)C2CCCO2)cc1O', 'O=C1C(Cl)CCN1C')]","['Amidation', 'Williamson_ether_synthesis']",2,x0528-x0416-merge-1-8,7,A71EV2A-x0528_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0416_A_147_A71EV2A-x0501+A+152+1,ZTDJEGPURPWKAK-UHFFFAOYSA-N,to_hippo
Cc1cc(C)c(OC2CCN(C)C2=O)cc1NC(=O)C1CCCO1,"[('Nc1cc(O)c(C)cc1C', 'O=C(O)C1CCCO1'), ('Cc1cc(C)c(NC(=O)C2CCCO2)cc1O', 'O=C1C(Cl)CCN1C')]","['Amidation', 'Williamson_ether_synthesis']",2,x0528-x0416-merge-1-9,7,A71EV2A-x0528_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0416_A_147_A71EV2A-x0501+A+152+1,WBDILGJJGDRLFR-UHFFFAOYSA-N,to_hippo
CN1CCC(Oc2cncc(NC(=O)C3CCCO3)c2)C1=O,"[('Nc1cncc(O)c1', 'O=C(O)C1CCCO1'), ('O=C(Nc1cncc(O)c1)C1CCCO1', 'O=C1C(Cl)CCN1C')]","['Amidation', 'Williamson_ether_synthesis']",2,x0528-x0416-merge-1-10,7,A71EV2A-x0528_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0416_A_147_A71EV2A-x0501+A+152+1,VPAXKPTVSGUXQZ-UHFFFAOYSA-N,to_hippo
CN1CCC(Oc2cc(NC(=O)C3CCCO3)ccn2)C1=O,"[('Nc1ccnc(O)c1', 'O=C(O)C1CCCO1'), ('O=C(Nc1ccnc(O)c1)C1CCCO1', 'O=C1C(Cl)CCN1C')]","['Amidation', 'Williamson_ether_synthesis']",2,x0528-x0416-merge-1-11,7,A71EV2A-x0528_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0416_A_147_A71EV2A-x0501+A+152+1,USHDETYWPCTHEK-UHFFFAOYSA-N,to_hippo
Cc1cnc(NC(=O)COC2CCN(C)C2=O)c(O)c1,"[('Cc1cnc(N)c(O)c1', 'C(O)(=O)CO[Si](C(C)(C)C)(C)C'), 'Cc1cnc(NC(=O)CO[Si](C)(C)C(C)(C)C)c(O)c1', ('Cc1cnc(NC(=O)CO)c(O)c1', 'O=C1C(Cl)CCN1C')]","['Amidation', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,x0528-x0732-merge-1-1,7,A71EV2A-x0528_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,ZTGLLUSSACMYNE-UHFFFAOYSA-N,to_hippo
CN1CCC(OCC(=O)Nc2ccccc2O)C1=O,"[('Nc1ccccc1O', 'C(O)(=O)CO[Si](C(C)(C)C)(C)C'), 'CC(C)(C)[Si](C)(C)OCC(=O)Nc1ccccc1O', ('O=C(CO)Nc1ccccc1O', 'O=C1C(Cl)CCN1C')]","['Amidation', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,x0528-x0732-merge-1-2,7,A71EV2A-x0528_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,IBAWXSDLDZZNGA-UHFFFAOYSA-N,to_hippo
Cc1ccc(NC(=O)COC2CCN(C)C2=O)c(O)c1,"[('Cc1cc(O)c(N)cc1', 'C(O)(=O)CO[Si](C(C)(C)C)(C)C'), 'Cc1ccc(NC(=O)CO[Si](C)(C)C(C)(C)C)c(O)c1', ('Cc1ccc(NC(=O)CO)c(O)c1', 'O=C1C(Cl)CCN1C')]","['Amidation', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,x0528-x0732-merge-1-3,7,A71EV2A-x0528_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,VZBKQIINGNEDHL-UHFFFAOYSA-N,to_hippo
CN1CCC(OCC(=O)Nc2ccc(F)cc2O)C1=O,"[('Fc1cc(O)c(N)cc1', 'C(O)(=O)CO[Si](C(C)(C)C)(C)C'), 'CC(C)(C)[Si](C)(C)OCC(=O)Nc1ccc(F)cc1O', ('O=C(CO)Nc1ccc(F)cc1O', 'O=C1C(Cl)CCN1C')]","['Amidation', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,x0528-x0732-merge-1-4,7,A71EV2A-x0528_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,RPBOUEMJOBBIDR-UHFFFAOYSA-N,to_hippo
Cc1cccc(OC2CCN(C)C2=O)c1NC(=O)CO,"[('Cc1cccc(O)c1N', 'C(O)(=O)CO[Si](C(C)(C)C)(C)C'), 'Cc1cccc(O)c1NC(=O)CO[Si](C)(C)C(C)(C)C', ('Cc1cccc(O)c1NC(=O)CO', 'O=C1C(Cl)CCN1C')]","['Amidation', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,x0528-x0732-merge-1-5,8,A71EV2A-x0528_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,HQEKNZNNUTZLAE-UHFFFAOYSA-N,to_hippo
Cc1cc(C)c(NC(=O)COC2CCN(C)C2=O)c(O)c1,"[('Cc1cc(O)c(N)c(C)c1', 'C(O)(=O)CO[Si](C(C)(C)C)(C)C'), 'Cc1cc(C)c(NC(=O)CO[Si](C)(C)C(C)(C)C)c(O)c1', ('Cc1cc(C)c(NC(=O)CO)c(O)c1', 'O=C1C(Cl)CCN1C')]","['Amidation', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,x0528-x0732-merge-1-6,8,A71EV2A-x0528_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,HAAVJKZZGKEDPU-UHFFFAOYSA-N,to_hippo
Cc1nccc(OC2CCN(C)C2=O)c1NC(=O)CO,"[('Oc1ccnc(C)c1N', 'C(O)(=O)CO[Si](C(C)(C)C)(C)C'), 'Cc1nccc(O)c1NC(=O)CO[Si](C)(C)C(C)(C)C', ('Cc1nccc(O)c1NC(=O)CO', 'O=C1C(Cl)CCN1C')]","['Amidation', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,x0528-x0732-merge-1-7,8,A71EV2A-x0528_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,DIOBJLAOFINKDH-UHFFFAOYSA-N,base-check
Cc1cc(OC2CCN(C)C2=O)c(NC(=O)CO)c(C)n1,"[('Cc1cc(O)c(N)c(C)n1', 'C(O)(=O)CO[Si](C(C)(C)C)(C)C'), 'Cc1cc(O)c(NC(=O)CO[Si](C)(C)C(C)(C)C)c(C)n1', ('Cc1cc(O)c(NC(=O)CO)c(C)n1', 'O=C1C(Cl)CCN1C')]","['Amidation', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,x0528-x0732-merge-1-8,8,A71EV2A-x0528_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,AKSURHUAGQQWHX-UHFFFAOYSA-N,to_hippo
Cc1cnc(NC(=O)CS)c(OC2CCN(C)C2=O)c1,"[('Cc1cnc(N)c(O)c1', 'O=C(O)CS'), ('Cc1cnc(NC(=O)CS)c(O)c1', 'O=C1C(Cl)CCN1C')]","['Amidation', 'Williamson_ether_synthesis']",2,x0528-x0732-merge-2-1,8,A71EV2A-x0528_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,NRZOHTQVIPNMMH-UHFFFAOYSA-N,to_hippo
CN1CCC(Oc2ccccc2NC(=O)CS)C1=O,"[('Nc1ccccc1O', 'O=C(O)CS'), ('O=C(CS)Nc1ccccc1O', 'O=C1C(Cl)CCN1C')]","['Amidation', 'Williamson_ether_synthesis']",2,x0528-x0732-merge-2-2,8,A71EV2A-x0528_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,JLIYQPMHTHRGDP-UHFFFAOYSA-N,to_hippo
Cc1ccc(NC(=O)CS)c(OC2CCN(C)C2=O)c1,"[('Cc1cc(O)c(N)cc1', 'O=C(O)CS'), ('Cc1ccc(NC(=O)CS)c(O)c1', 'O=C1C(Cl)CCN1C')]","['Amidation', 'Williamson_ether_synthesis']",2,x0528-x0732-merge-2-3,8,A71EV2A-x0528_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,ULVMDPPZVMVKBL-UHFFFAOYSA-N,to_hippo
CN1CCC(Oc2cc(F)ccc2NC(=O)CS)C1=O,"[('Fc1cc(O)c(N)cc1', 'O=C(O)CS'), ('O=C(CS)Nc1ccc(F)cc1O', 'O=C1C(Cl)CCN1C')]","['Amidation', 'Williamson_ether_synthesis']",2,x0528-x0732-merge-2-4,8,A71EV2A-x0528_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,ABTCVWCGYSSOGV-UHFFFAOYSA-N,to_hippo
Cc1cccc(OC2CCN(C)C2=O)c1NC(=O)CS,"[('Cc1cccc(O)c1N', 'O=C(O)CS'), ('Cc1cccc(O)c1NC(=O)CS', 'O=C1C(Cl)CCN1C')]","['Amidation', 'Williamson_ether_synthesis']",2,x0528-x0732-merge-2-5,8,A71EV2A-x0528_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,PJFFRQDHURSHGM-UHFFFAOYSA-N,to_hippo
Cc1cc(C)c(NC(=O)CS)c(OC2CCN(C)C2=O)c1,"[('Cc1cc(O)c(N)c(C)c1', 'O=C(O)CS'), ('Cc1cc(C)c(NC(=O)CS)c(O)c1', 'O=C1C(Cl)CCN1C')]","['Amidation', 'Williamson_ether_synthesis']",2,x0528-x0732-merge-2-6,8,A71EV2A-x0528_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,VUFZUHMIPLXWGK-UHFFFAOYSA-N,to_hippo
Cc1nccc(OC2CCN(C)C2=O)c1NC(=O)CS,"[('Oc1ccnc(C)c1N', 'O=C(O)CS'), ('Cc1nccc(O)c1NC(=O)CS', 'O=C1C(Cl)CCN1C')]","['Amidation', 'Williamson_ether_synthesis']",2,x0528-x0732-merge-2-7,9,A71EV2A-x0528_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,XJAJXIHQJRGKMJ-UHFFFAOYSA-N,base-check
Cc1cc(OC2CCN(C)C2=O)c(NC(=O)CS)c(C)n1,"[('Cc1cc(O)c(N)c(C)n1', 'O=C(O)CS'), ('Cc1cc(O)c(NC(=O)CS)c(C)n1', 'O=C1C(Cl)CCN1C')]","['Amidation', 'Williamson_ether_synthesis']",2,x0528-x0732-merge-2-8,9,A71EV2A-x0528_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,XYKYGBPLRZPZMB-UHFFFAOYSA-N,to_hippo
CC(=O)Nc1cccc(O)c1NC(=O)CS,"[('Oc1cccc(N)c1NC(=O)OC(C)(C)C', 'CC(=O)O'), 'CC(=O)Nc1cccc(O)c1NC(=O)OC(C)(C)C', ('CC(=O)Nc1cccc(O)c1N', 'O=C(O)CS')]","['Amidation', 'N-Boc_deprotection', 'Amidation']",3,x0884-x0732-x0922-merge-2-1,9,A71EV2A-x0884_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,FHQLHGVEQIMYTG-UHFFFAOYSA-N,to_hippo
Cc1cc(NC(=O)CO)cc(OCC(=O)N(C)C)c1,"[('Cc1cc(O)cc(N)c1', 'C(O)(=O)CO[Si](C(C)(C)C)(C)C'), 'Cc1cc(O)cc(NC(=O)CO[Si](C)(C)C(C)(C)C)c1', ('Cc1cc(O)cc(NC(=O)CO)c1', 'CN(C)C(=O)CCl')]","['Amidation', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,x0922-x0732-merge-1-1,9,A71EV2A-x0922_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,JHZMHCCPHXTVDH-UHFFFAOYSA-N,none
Cc1cnc(OCC(=O)N(C)C)cc1NC(=O)CO,"[('Cc1cnc(O)cc1N', 'C(O)(=O)CO[Si](C(C)(C)C)(C)C'), 'Cc1cnc(O)cc1NC(=O)CO[Si](C)(C)C(C)(C)C', ('Cc1cnc(O)cc1NC(=O)CO', 'CN(C)C(=O)CCl')]","['Amidation', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,x0922-x0732-merge-1-2,9,A71EV2A-x0922_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,DDPJHXIDNIDGBD-UHFFFAOYSA-N,to_hippo
Cc1cc(NC(=O)CO)cc(OCC(=O)N(C)C)c1,"[('Cc1cc(O)cc(N)c1', 'C(O)(=O)CO[Si](C(C)(C)C)(C)C'), 'Cc1cc(O)cc(NC(=O)CO[Si](C)(C)C(C)(C)C)c1', ('Cc1cc(O)cc(NC(=O)CO)c1', 'CN(C)C(=O)CCl')]","['Amidation', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,x0922-x0732-merge-1-3,9,A71EV2A-x0922_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,JHZMHCCPHXTVDH-UHFFFAOYSA-N,to_hippo
CN(C)C(=O)COCC(=O)Nc1cccc(O)c1,"[('Nc1cccc(O)c1', 'C(O)(=O)CO[Si](C(C)(C)C)(C)C'), 'CC(C)(C)[Si](C)(C)OCC(=O)Nc1cccc(O)c1', ('O=C(CO)Nc1cccc(O)c1', 'CN(C)C(=O)CCl')]","['Amidation', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,x0922-x0732-merge-1-4,9,A71EV2A-x0922_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,AVXQRKTXSXBNPP-UHFFFAOYSA-N,to_hippo
